year,state,state_code,region,crime_category,cases_reported,cases_solved,solve_rate,financial_loss_lakhs,population
2023,Himachal Pradesh,HP,North,Online Financial Fraud,230,41,18.2,2752.48,7451955
2023,Himachal Pradesh,HP,North,Social Media Crimes,35,15,43.3,262.4,7451955
2023,Himachal Pradesh,HP,North,Phishing/Vishing,112,46,41.5,271.6,7451955
2023,Himachal Pradesh,HP,North,Ransomware Attacks,137,44,32.6,5007.53,7451955
2023,Himachal Pradesh,HP,North,Identity Theft,319,112,35.4,1396.4,7451955
2023,Himachal Pradesh,HP,North,Cyber Stalking/Bullying,276,42,15.5,1666.43,7451955
2023,Himachal Pradesh,HP,North,Data Breach,267,60,22.6,1275.57,7451955
2023,Himachal Pradesh,HP,North,Hacking,240,104,43.7,1029.8,7451955
2023,Himachal Pradesh,HP,North,Online Child Exploitation,191,76,40.2,437.61,7451955
2023,Himachal Pradesh,HP,North,Cryptocurrency Fraud,26,9,35.2,1273.1,7451955
2024,Himachal Pradesh,HP,North,Online Financial Fraud,144,24,16.9,3693.93,7451955
2024,Himachal Pradesh,HP,North,Social Media Crimes,128,47,37.0,801.79,7451955
2024,Himachal Pradesh,HP,North,Phishing/Vishing,132,46,35.2,167.76,7451955
2024,Himachal Pradesh,HP,North,Ransomware Attacks,263,114,43.5,11238.55,7451955
2024,Himachal Pradesh,HP,North,Identity Theft,451,176,39.2,3751.57,7451955
2024,Himachal Pradesh,HP,North,Cyber Stalking/Bullying,368,158,43.0,2086.71,7451955
2024,Himachal Pradesh,HP,North,Data Breach,97,20,21.0,616.87,7451955
2024,Himachal Pradesh,HP,North,Hacking,179,66,37.3,1344.33,7451955
2024,Himachal Pradesh,HP,North,Online Child Exploitation,74,22,30.6,85.13,7451955
2024,Himachal Pradesh,HP,North,Cryptocurrency Fraud,81,21,26.1,3761.19,7451955
2025,Himachal Pradesh,HP,North,Online Financial Fraud,39,11,30.1,293.59,7451955
2025,Himachal Pradesh,HP,North,Social Media Crimes,281,83,29.7,2615.42,7451955
2025,Himachal Pradesh,HP,North,Phishing/Vishing,484,87,18.2,3756.9,7451955
2025,Himachal Pradesh,HP,North,Ransomware Attacks,360,98,27.3,12413.81,7451955
2025,Himachal Pradesh,HP,North,Identity Theft,408,93,22.8,822.19,7451955
2025,Himachal Pradesh,HP,North,Cyber Stalking/Bullying,91,18,19.8,106.44,7451955
2025,Himachal Pradesh,HP,North,Data Breach,336,69,20.6,2288.19,7451955
2025,Himachal Pradesh,HP,North,Hacking,261,108,41.5,2149.12,7451955
2025,Himachal Pradesh,HP,North,Online Child Exploitation,153,54,35.6,237.01,7451955
2025,Himachal Pradesh,HP,North,Cryptocurrency Fraud,36,8,23.7,681.89,7451955
2018,Jharkhand,JH,East,Online Financial Fraud,17,6,37.5,421.0,38593948
2018,Jharkhand,JH,East,Social Media Crimes,297,98,33.3,600.97,38593948
2018,Jharkhand,JH,East,Phishing/Vishing,114,40,35.2,251.13,38593948
2018,Jharkhand,JH,East,Ransomware Attacks,403,144,35.8,6178.76,38593948
2018,Jharkhand,JH,East,Identity Theft,70,12,18.5,144.91,38593948
2018,Jharkhand,JH,East,Cyber Stalking/Bullying,54,8,15.1,395.71,38593948
2018,Jharkhand,JH,East,Data Breach,418,154,37.0,2253.8,38593948
2018,Jharkhand,JH,East,Hacking,18,3,19.8,23.29,38593948
2018,Jharkhand,JH,East,Online Child Exploitation,274,42,15.6,568.44,38593948
2018,Jharkhand,JH,East,Cryptocurrency Fraud,365,152,41.7,5792.24,38593948
2019,Jharkhand,JH,East,Online Financial Fraud,132,24,18.5,2663.01,38593948
2019,Jharkhand,JH,East,Social Media Crimes,122,23,19.3,863.11,38593948
2019,Jharkhand,JH,East,Phishing/Vishing,42,8,21.2,177.35,38593948
2019,Jharkhand,JH,East,Ransomware Attacks,97,40,41.9,1376.84,38593948
2019,Jharkhand,JH,East,Identity Theft,317,95,30.2,1421.14,38593948
2019,Jharkhand,JH,East,Cyber Stalking/Bullying,572,88,15.5,4593.85,38593948
2019,Jharkhand,JH,East,Data Breach,512,87,17.1,2562.78,38593948
2019,Jharkhand,JH,East,Hacking,209,66,31.8,1352.24,38593948
2019,Jharkhand,JH,East,Online Child Exploitation,157,55,35.7,456.26,38593948
2019,Jharkhand,JH,East,Cryptocurrency Fraud,63,9,15.3,2365.96,38593948
2020,Jharkhand,JH,East,Online Financial Fraud,228,59,26.3,9387.14,38593948
2020,Jharkhand,JH,East,Social Media Crimes,279,78,28.0,2782.53,38593948
2020,Jharkhand,JH,East,Phishing/Vishing,274,87,31.8,972.99,38593948
2020,Jharkhand,JH,East,Ransomware Attacks,176,38,21.6,3656.12,38593948
2020,Jharkhand,JH,East,Identity Theft,548,143,26.2,631.72,38593948
2020,Jharkhand,JH,East,Cyber Stalking/Bullying,199,51,26.1,977.14,38593948
2020,Jharkhand,JH,East,Data Breach,431,158,36.7,2904.48,38593948
2020,Jharkhand,JH,East,Hacking,171,62,36.3,99.09,38593948
2020,Jharkhand,JH,East,Online Child Exploitation,410,88,21.5,2782.26,38593948
2020,Jharkhand,JH,East,Cryptocurrency Fraud,247,72,29.5,1294.06,38593948
2021,Jharkhand,JH,East,Online Financial Fraud,256,88,34.6,11522.75,38593948
2021,Jharkhand,JH,East,Social Media Crimes,218,70,32.4,1418.68,38593948
2021,Jharkhand,JH,East,Phishing/Vishing,436,85,19.7,2180.98,38593948
2021,Jharkhand,JH,East,Ransomware Attacks,677,247,36.5,11639.27,38593948
2021,Jharkhand,JH,East,Identity Theft,715,150,21.1,2489.17,38593948
2021,Jharkhand,JH,East,Cyber Stalking/Bullying,554,123,22.2,1408.09,38593948
2021,Jharkhand,JH,East,Data Breach,192,53,27.7,1751.9,38593948
2021,Jharkhand,JH,East,Hacking,284,85,30.2,649.01,38593948
2021,Jharkhand,JH,East,Online Child Exploitation,275,47,17.3,1956.21,38593948
2021,Jharkhand,JH,East,Cryptocurrency Fraud,476,126,26.5,19983.62,38593948
2022,Jharkhand,JH,East,Online Financial Fraud,471,75,15.9,7856.72,38593948
2022,Jharkhand,JH,East,Social Media Crimes,712,113,16.0,6302.81,38593948
2022,Jharkhand,JH,East,Phishing/Vishing,137,30,22.3,793.87,38593948
2022,Jharkhand,JH,East,Ransomware Attacks,94,15,16.2,3290.76,38593948
2022,Jharkhand,JH,East,Identity Theft,794,196,24.7,7170.0,38593948
2022,Jharkhand,JH,East,Cyber Stalking/Bullying,150,62,41.6,538.54,38593948
2022,Jharkhand,JH,East,Data Breach,616,258,42.0,6137.51,38593948
2022,Jharkhand,JH,East,Hacking,765,304,39.8,6522.6,38593948
2022,Jharkhand,JH,East,Online Child Exploitation,552,124,22.5,3300.23,38593948
2022,Jharkhand,JH,East,Cryptocurrency Fraud,160,27,17.0,1483.41,38593948
2023,Jharkhand,JH,East,Online Financial Fraud,868,292,33.7,38104.76,38593948
2023,Jharkhand,JH,East,Social Media Crimes,576,187,32.6,3466.96,38593948
2023,Jharkhand,JH,East,Phishing/Vishing,523,233,44.7,4021.31,38593948
2023,Jharkhand,JH,East,Ransomware Attacks,135,38,28.3,4972.44,38593948
2023,Jharkhand,JH,East,Identity Theft,277,73,26.7,740.79,38593948
2023,Jharkhand,JH,East,Cyber Stalking/Bullying,432,142,32.9,4025.26,38593948
2023,Jharkhand,JH,East,Data Breach,866,371,42.9,3245.85,38593948
2023,Jharkhand,JH,East,Hacking,527,162,30.8,1323.06,38593948
2023,Jharkhand,JH,East,Online Child Exploitation,817,366,44.9,8023.45,38593948
2023,Jharkhand,JH,East,Cryptocurrency Fraud,448,154,34.5,18456.99,38593948
2024,Jharkhand,JH,East,Online Financial Fraud,929,372,40.1,11740.5,38593948
2024,Jharkhand,JH,East,Social Media Crimes,419,65,15.6,3310.72,38593948
2024,Jharkhand,JH,East,Phishing/Vishing,253,84,33.3,1808.08,38593948
2024,Jharkhand,JH,East,Ransomware Attacks,661,265,40.1,27184.61,38593948
2024,Jharkhand,JH,East,Identity Theft,388,170,43.8,2169.46,38593948
2024,Jharkhand,JH,East,Cyber Stalking/Bullying,941,279,29.7,4063.17,38593948
2024,Jharkhand,JH,East,Data Breach,922,180,19.6,5476.47,38593948
2024,Jharkhand,JH,East,Hacking,594,138,23.3,5495.94,38593948
2024,Jharkhand,JH,East,Online Child Exploitation,176,57,32.5,1079.23,38593948
2024,Jharkhand,JH,East,Cryptocurrency Fraud,318,81,25.6,2333.97,38593948
2025,Jharkhand,JH,East,Online Financial Fraud,1262,498,39.5,54726.17,38593948
2025,Jharkhand,JH,East,Social Media Crimes,460,198,43.1,601.9,38593948
2025,Jharkhand,JH,East,Phishing/Vishing,206,54,26.6,242.02,38593948
2025,Jharkhand,JH,East,Ransomware Attacks,141,30,21.3,2160.33,38593948
2025,Jharkhand,JH,East,Identity Theft,621,180,29.1,1894.88,38593948
2025,Jharkhand,JH,East,Cyber Stalking/Bullying,624,112,18.0,1304.89,38593948
2025,Jharkhand,JH,East,Data Breach,197,38,19.4,1919.61,38593948
2025,Jharkhand,JH,East,Hacking,480,181,37.8,4652.99,38593948
2025,Jharkhand,JH,East,Online Child Exploitation,707,199,28.2,2223.16,38593948
2025,Jharkhand,JH,East,Cryptocurrency Fraud,258,100,38.9,5077.81,38593948
2018,Karnataka,KA,South,Online Financial Fraud,1128,334,29.6,9816.14,67562686
2018,Karnataka,KA,South,Social Media Crimes,678,195,28.8,2312.93,67562686
2018,Karnataka,KA,South,Phishing/Vishing,388,153,39.7,404.02,67562686
2018,Karnataka,KA,South,Ransomware Attacks,2025,558,27.6,51899.56,67562686
2018,Karnataka,KA,South,Identity Theft,827,303,36.8,4925.39,67562686
2018,Karnataka,KA,South,Cyber Stalking/Bullying,1287,450,35.0,10144.09,67562686
2018,Karnataka,KA,South,Data Breach,628,256,40.9,2186.58,67562686
2018,Karnataka,KA,South,Hacking,984,306,31.1,8345.33,67562686
2018,Karnataka,KA,South,Online Child Exploitation,1651,737,44.7,14777.17,67562686
2018,Karnataka,KA,South,Cryptocurrency Fraud,1709,446,26.1,23554.28,67562686
2019,Karnataka,KA,South,Online Financial Fraud,642,223,34.9,7289.95,67562686
2019,Karnataka,KA,South,Social Media Crimes,378,121,32.1,854.31,67562686
2019,Karnataka,KA,South,Phishing/Vishing,1270,296,23.4,3273.73,67562686
2019,Karnataka,KA,South,Ransomware Attacks,3257,667,20.5,137305.33,67562686
2019,Karnataka,KA,South,Identity Theft,1052,247,23.6,9791.68,67562686
2019,Karnataka,KA,South,Cyber Stalking/Bullying,2043,900,44.1,12108.81,67562686
2019,Karnataka,KA,South,Data Breach,1924,371,19.3,7807.99,67562686
2019,Karnataka,KA,South,Hacking,488,189,38.9,1947.22,67562686
2019,Karnataka,KA,South,Online Child Exploitation,500,88,17.6,2894.73,67562686
2019,Karnataka,KA,South,Cryptocurrency Fraud,2537,1023,40.4,103551.94,67562686
2020,Karnataka,KA,South,Online Financial Fraud,700,203,29.0,18188.43,67562686
2020,Karnataka,KA,South,Social Media Crimes,3113,1177,37.8,6125.38,67562686
2020,Karnataka,KA,South,Phishing/Vishing,920,272,29.6,4218.07,67562686
2020,Karnataka,KA,South,Ransomware Attacks,877,288,32.9,43832.54,67562686
2020,Karnataka,KA,South,Identity Theft,2822,1074,38.1,12077.38,67562686
2020,Karnataka,KA,South,Cyber Stalking/Bullying,4376,1742,39.8,9284.69,67562686
2020,Karnataka,KA,South,Data Breach,187,29,15.9,456.7,67562686
2020,Karnataka,KA,South,Hacking,1171,295,25.2,6265.46,67562686
2020,Karnataka,KA,South,Online Child Exploitation,834,279,33.5,7631.73,67562686
2020,Karnataka,KA,South,Cryptocurrency Fraud,1085,328,30.3,29899.78,67562686
2021,Karnataka,KA,South,Online Financial Fraud,2217,708,32.0,103781.12,67562686
2021,Karnataka,KA,South,Social Media Crimes,1387,369,26.6,1565.33,67562686
2021,Karnataka,KA,South,Phishing/Vishing,456,71,15.6,3809.95,67562686
2021,Karnataka,KA,South,Ransomware Attacks,1665,511,30.7,66410.16,67562686
2021,Karnataka,KA,South,Identity Theft,2560,564,22.0,9672.44,67562686
2021,Karnataka,KA,South,Cyber Stalking/Bullying,966,153,15.9,9306.62,67562686
2021,Karnataka,KA,South,Data Breach,4831,1692,35.0,45244.48,67562686
2021,Karnataka,KA,South,Hacking,1418,325,23.0,8946.03,67562686
2021,Karnataka,KA,South,Online Child Exploitation,2703,955,35.4,9505.7,67562686
2021,Karnataka,KA,South,Cryptocurrency Fraud,1470,594,40.4,70004.73,67562686
2022,Karnataka,KA,South,Online Financial Fraud,981,195,19.9,31180.67,67562686
2022,Karnataka,KA,South,Social Media Crimes,4160,811,19.5,40338.38,67562686
2022,Karnataka,KA,South,Phishing/Vishing,3959,1124,28.4,20841.84,67562686
2022,Karnataka,KA,South,Ransomware Attacks,5646,1264,22.4,147886.87,67562686
2022,Karnataka,KA,South,Identity Theft,1291,450,34.9,9858.31,67562686
2022,Karnataka,KA,South,Cyber Stalking/Bullying,1787,672,37.6,10704.07,67562686
2022,Karnataka,KA,South,Data Breach,4268,1798,42.1,35276.62,67562686
2022,Karnataka,KA,South,Hacking,1461,550,37.7,1502.28,67562686
2022,Karnataka,KA,South,Online Child Exploitation,3398,516,15.2,8557.01,67562686
2022,Karnataka,KA,South,Cryptocurrency Fraud,1845,644,34.9,43364.67,67562686
2023,Karnataka,KA,South,Online Financial Fraud,2000,739,37.0,69279.52,67562686
2023,Karnataka,KA,South,Social Media Crimes,3813,1637,42.9,31645.31,67562686
2023,Karnataka,KA,South,Phishing/Vishing,1638,524,32.0,11043.05,67562686
2023,Karnataka,KA,South,Ransomware Attacks,1652,693,42.0,37960.23,67562686
2023,Karnataka,KA,South,Identity Theft,2953,732,24.8,1779.79,67562686
2023,Karnataka,KA,South,Cyber Stalking/Bullying,7456,2967,39.8,60463.06,67562686
2023,Karnataka,KA,South,Data Breach,4311,781,18.1,25780.41,67562686
2023,Karnataka,KA,South,Hacking,486,140,28.9,791.08,67562686
2023,Karnataka,KA,South,Online Child Exploitation,2729,1212,44.4,6930.6,67562686
2023,Karnataka,KA,South,Cryptocurrency Fraud,1005,171,17.0,31926.97,67562686
2024,Karnataka,KA,South,Online Financial Fraud,3742,1482,39.6,99091.03,67562686
2024,Karnataka,KA,South,Social Media Crimes,2990,763,25.5,11793.51,67562686
2024,Karnataka,KA,South,Phishing/Vishing,4296,1682,39.2,15541.66,67562686
2024,Karnataka,KA,South,Ransomware Attacks,1110,236,21.3,9780.18,67562686
2024,Karnataka,KA,South,Identity Theft,462,133,29.0,2347.08,67562686
2024,Karnataka,KA,South,Cyber Stalking/Bullying,1666,670,40.2,4334.54,67562686
2024,Karnataka,KA,South,Data Breach,2523,666,26.4,20637.77,67562686
2024,Karnataka,KA,South,Hacking,11652,4626,39.7,48400.14,67562686
2024,Karnataka,KA,South,Online Child Exploitation,5048,1452,28.8,17068.38,67562686
2024,Karnataka,KA,South,Cryptocurrency Fraud,766,329,43.0,7919.65,67562686
2025,Karnataka,KA,South,Online Financial Fraud,3800,1520,40.0,158308.74,67562686
2025,Karnataka,KA,South,Social Media Crimes,10100,3368,33.4,40883.29,67562686
2025,Karnataka,KA,South,Phishing/Vishing,1032,233,22.7,1553.99,67562686
2025,Karnataka,KA,South,Ransomware Attacks,2300,589,25.6,54263.36,67562686
2025,Karnataka,KA,South,Identity Theft,8934,3151,35.3,60327.0,67562686
2025,Karnataka,KA,South,Cyber Stalking/Bullying,4259,728,17.1,18121.89,67562686
2025,Karnataka,KA,South,Data Breach,3615,739,20.5,7192.84,67562686
2025,Karnataka,KA,South,Hacking,1329,529,39.8,1193.7,67562686
2025,Karnataka,KA,South,Online Child Exploitation,2491,686,27.6,5225.96,67562686
2025,Karnataka,KA,South,Cryptocurrency Fraud,1737,718,41.4,52226.07,67562686
2018,Kerala,KL,South,Online Financial Fraud,369,83,22.5,15863.15,35699443
2018,Kerala,KL,South,Social Media Crimes,231,68,29.5,1243.68,35699443
2018,Kerala,KL,South,Phishing/Vishing,704,170,24.3,4184.51,35699443
2018,Kerala,KL,South,Ransomware Attacks,729,180,24.8,4933.23,35699443
2018,Kerala,KL,South,Identity Theft,985,228,23.2,552.19,35699443
2018,Kerala,KL,South,Cyber Stalking/Bullying,368,163,44.4,3560.25,35699443
2018,Kerala,KL,South,Data Breach,223,59,26.9,1654.55,35699443
2018,Kerala,KL,South,Hacking,348,88,25.4,2392.63,35699443
2018,Kerala,KL,South,Online Child Exploitation,236,92,39.2,2240.63,35699443
2018,Kerala,KL,South,Cryptocurrency Fraud,625,168,27.0,25155.26,35699443
2019,Kerala,KL,South,Online Financial Fraud,968,152,15.7,41210.3,35699443
2019,Kerala,KL,South,Social Media Crimes,694,307,44.2,1240.08,35699443
2019,Kerala,KL,South,Phishing/Vishing,98,21,21.9,857.49,35699443
2019,Kerala,KL,South,Ransomware Attacks,505,216,42.8,12061.03,35699443
2019,Kerala,KL,South,Identity Theft,114,18,16.5,99.66,35699443
2019,Kerala,KL,South,Cyber Stalking/Bullying,265,85,32.2,1121.61,35699443
2019,Kerala,KL,South,Data Breach,445,70,15.9,2688.2,35699443
2019,Kerala,KL,South,Hacking,403,61,15.3,3215.95,35699443
2019,Kerala,KL,South,Online Child Exploitation,685,165,24.2,604.48,35699443
2019,Kerala,KL,South,Cryptocurrency Fraud,971,317,32.7,22231.82,35699443
2020,Kerala,KL,South,Online Financial Fraud,116,34,29.8,2887.8,35699443
2020,Kerala,KL,South,Social Media Crimes,893,223,25.0,3793.85,35699443
2020,Kerala,KL,South,Phishing/Vishing,571,176,30.9,1160.84,35699443
2020,Kerala,KL,South,Ransomware Attacks,1202,386,32.2,49575.83,35699443
2020,Kerala,KL,South,Identity Theft,1567,592,37.8,3074.53,35699443
2020,Kerala,KL,South,Cyber Stalking/Bullying,558,108,19.5,1700.59,35699443
2020,Kerala,KL,South,Data Breach,1093,282,25.8,4787.7,35699443
2020,Kerala,KL,South,Hacking,438,155,35.4,454.85,35699443
2020,Kerala,KL,South,Online Child Exploitation,414,66,16.0,1748.38,35699443
2020,Kerala,KL,South,Cryptocurrency Fraud,1124,403,35.9,15403.96,35699443
2021,Kerala,KL,South,Online Financial Fraud,473,112,23.7,12319.59,35699443
2021,Kerala,KL,South,Social Media Crimes,376,126,33.6,1656.77,35699443
2021,Kerala,KL,South,Phishing/Vishing,483,134,27.8,1757.01,35699443
2021,Kerala,KL,South,Ransomware Attacks,1814,579,31.9,78502.4,35699443
2021,Kerala,KL,South,Identity Theft,1345,283,21.0,12612.22,35699443
2021,Kerala,KL,South,Cyber Stalking/Bullying,338,120,35.7,2812.53,35699443
2021,Kerala,KL,South,Data Breach,707,224,31.7,5589.12,35699443
2021,Kerala,KL,South,Hacking,305,47,15.5,2523.76,35699443
2021,Kerala,KL,South,Online Child Exploitation,1724,279,16.2,15437.0,35699443
2021,Kerala,KL,South,Cryptocurrency Fraud,1723,771,44.8,31415.52,35699443
2022,Kerala,KL,South,Online Financial Fraud,1764,380,21.6,13578.3,35699443
2022,Kerala,KL,South,Social Media Crimes,843,159,18.9,5274.63,35699443
2022,Kerala,KL,South,Phishing/Vishing,399,161,40.5,370.06,35699443
2022,Kerala,KL,South,Ransomware Attacks,380,140,37.0,7736.55,35699443
2022,Kerala,KL,South,Identity Theft,1031,302,29.4,9613.21,35699443
2022,Kerala,KL,South,Cyber Stalking/Bullying,1579,394,25.0,7769.79,35699443
2022,Kerala,KL,South,Data Breach,1045,161,15.4,1332.57,35699443
2022,Kerala,KL,South,Hacking,1046,238,22.8,799.77,35699443
2022,Kerala,KL,South,Online Child Exploitation,285,96,33.9,1296.97,35699443
2022,Kerala,KL,South,Cryptocurrency Fraud,862,271,31.4,11084.56,35699443
2023,Kerala,KL,South,Online Financial Fraud,263,39,15.0,4533.58,35699443
2023,Kerala,KL,South,Social Media Crimes,1051,226,21.5,7133.59,35699443
2023,Kerala,KL,South,Phishing/Vishing,1752,595,34.0,10753.57,35699443
2023,Kerala,KL,South,Ransomware Attacks,168,26,15.5,6349.56,35699443
2023,Kerala,KL,South,Identity Theft,1888,466,24.7,12872.44,35699443
2023,Kerala,KL,South,Cyber Stalking/Bullying,1264,400,31.7,4747.51,35699443
2023,Kerala,KL,South,Data Breach,487,92,19.0,680.33,35699443
2023,Kerala,KL,South,Hacking,1411,563,39.9,13016.16,35699443
2023,Kerala,KL,South,Online Child Exploitation,1142,393,34.5,1693.16,35699443
2023,Kerala,KL,South,Cryptocurrency Fraud,1200,324,27.1,45362.72,35699443
2024,Kerala,KL,South,Online Financial Fraud,1114,459,41.2,55477.87,35699443
2024,Kerala,KL,South,Social Media Crimes,292,94,32.5,2399.8,35699443
2024,Kerala,KL,South,Phishing/Vishing,518,128,24.8,1763.57,35699443
2024,Kerala,KL,South,Ransomware Attacks,1542,417,27.1,54375.28,35699443
2024,Kerala,KL,South,Identity Theft,5015,1778,35.5,17526.29,35699443
2024,Kerala,KL,South,Cyber Stalking/Bullying,2538,482,19.0,16516.71,35699443
2024,Kerala,KL,South,Data Breach,204,38,18.8,1223.12,35699443
2024,Kerala,KL,South,Hacking,793,283,35.8,5674.56,35699443
2024,Kerala,KL,South,Online Child Exploitation,590,221,37.6,5187.38,35699443
2024,Kerala,KL,South,Cryptocurrency Fraud,971,291,30.0,36763.24,35699443
2025,Kerala,KL,South,Online Financial Fraud,1436,479,33.4,65204.58,35699443
2025,Kerala,KL,South,Social Media Crimes,4259,1673,39.3,25723.24,35699443
2025,Kerala,KL,South,Phishing/Vishing,470,173,36.9,1863.93,35699443
2025,Kerala,KL,South,Ransomware Attacks,1121,383,34.2,29121.53,35699443
2025,Kerala,KL,South,Identity Theft,486,100,20.7,3482.93,35699443
2025,Kerala,KL,South,Cyber Stalking/Bullying,1356,429,31.7,5297.76,35699443
2025,Kerala,KL,South,Data Breach,526,222,42.3,367.61,35699443
2025,Kerala,KL,South,Hacking,2481,607,24.5,2581.17,35699443
2025,Kerala,KL,South,Online Child Exploitation,1654,628,38.0,11859.21,35699443
2025,Kerala,KL,South,Cryptocurrency Fraud,432,107,24.9,15294.89,35699443
2018,Madhya Pradesh,MP,Central,Online Financial Fraud,1250,353,28.3,42713.13,85358965
2018,Madhya Pradesh,MP,Central,Social Media Crimes,1130,190,16.8,9300.32,85358965
2018,Madhya Pradesh,MP,Central,Phishing/Vishing,624,269,43.2,4157.88,85358965
2018,Madhya Pradesh,MP,Central,Ransomware Attacks,953,415,43.6,11259.17,85358965
2018,Madhya Pradesh,MP,Central,Identity Theft,738,216,29.3,4588.27,85358965
2018,Madhya Pradesh,MP,Central,Cyber Stalking/Bullying,739,239,32.5,3187.96,85358965
2018,Madhya Pradesh,MP,Central,Data Breach,63,15,25.1,107.4,85358965
2018,Madhya Pradesh,MP,Central,Hacking,241,64,26.8,492.91,85358965
2018,Madhya Pradesh,MP,Central,Online Child Exploitation,125,46,37.0,310.49,85358965
2018,Madhya Pradesh,MP,Central,Cryptocurrency Fraud,107,17,16.8,3194.64,85358965
2019,Madhya Pradesh,MP,Central,Online Financial Fraud,199,58,29.3,6637.48,85358965
2019,Madhya Pradesh,MP,Central,Social Media Crimes,104,41,39.9,826.07,85358965
2019,Madhya Pradesh,MP,Central,Phishing/Vishing,1375,320,23.3,12977.75,85358965
2019,Madhya Pradesh,MP,Central,Ransomware Attacks,798,149,18.7,35416.05,85358965
2019,Madhya Pradesh,MP,Central,Identity Theft,365,161,44.1,796.78,85358965
2019,Madhya Pradesh,MP,Central,Cyber Stalking/Bullying,373,136,36.7,329.25,85358965
2019,Madhya Pradesh,MP,Central,Data Breach,505,137,27.2,2729.37,85358965
2019,Madhya Pradesh,MP,Central,Hacking,378,122,32.4,3549.95,85358965
2019,Madhya Pradesh,MP,Central,Online Child Exploitation,827,290,35.2,4194.66,85358965
2019,Madhya Pradesh,MP,Central,Cryptocurrency Fraud,1634,642,39.3,78062.68,85358965
2020,Madhya Pradesh,MP,Central,Online Financial Fraud,975,330,33.9,39290.79,85358965
2020,Madhya Pradesh,MP,Central,Social Media Crimes,433,142,33.0,1920.07,85358965
2020,Madhya Pradesh,MP,Central,Phishing/Vishing,554,242,43.7,3124.88,85358965
2020,Madhya Pradesh,MP,Central,Ransomware Attacks,486,161,33.2,7252.06,85358965
2020,Madhya Pradesh,MP,Central,Identity Theft,685,231,33.8,4062.24,85358965
2020,Madhya Pradesh,MP,Central,Cyber Stalking/Bullying,227,46,20.5,242.0,85358965
2020,Madhya Pradesh,MP,Central,Data Breach,494,163,33.1,3831.01,85358965
2020,Madhya Pradesh,MP,Central,Hacking,1053,323,30.7,2795.02,85358965
2020,Madhya Pradesh,MP,Central,Online Child Exploitation,1047,366,35.0,1320.27,85358965
2020,Madhya Pradesh,MP,Central,Cryptocurrency Fraud,931,263,28.3,11499.25,85358965
2021,Madhya Pradesh,MP,Central,Online Financial Fraud,1580,636,40.3,28989.15,85358965
2021,Madhya Pradesh,MP,Central,Social Media Crimes,403,69,17.3,851.91,85358965
2021,Madhya Pradesh,MP,Central,Phishing/Vishing,567,106,18.8,947.57,85358965
2021,Madhya Pradesh,MP,Central,Ransomware Attacks,480,146,30.6,7710.3,85358965
2021,Madhya Pradesh,MP,Central,Identity Theft,338,87,25.7,3346.3,85358965
2021,Madhya Pradesh,MP,Central,Cyber Stalking/Bullying,636,225,35.5,6051.74,85358965
2021,Madhya Pradesh,MP,Central,Data Breach,1269,244,19.3,5241.38,85358965
2021,Madhya Pradesh,MP,Central,Hacking,722,228,31.6,887.48,85358965
2021,Madhya Pradesh,MP,Central,Online Child Exploitation,2322,351,15.1,15950.11,85358965
2021,Madhya Pradesh,MP,Central,Cryptocurrency Fraud,971,332,34.3,22804.42,85358965
2022,Madhya Pradesh,MP,Central,Online Financial Fraud,615,275,44.8,9735.56,85358965
2022,Madhya Pradesh,MP,Central,Social Media Crimes,785,323,41.2,6586.87,85358965
2022,Madhya Pradesh,MP,Central,Phishing/Vishing,2241,487,21.7,9622.09,85358965
2022,Madhya Pradesh,MP,Central,Ransomware Attacks,1327,362,27.3,65049.45,85358965
2022,Madhya Pradesh,MP,Central,Identity Theft,633,129,20.4,5122.24,85358965
2022,Madhya Pradesh,MP,Central,Cyber Stalking/Bullying,696,174,25.0,5180.51,85358965
2022,Madhya Pradesh,MP,Central,Data Breach,1197,330,27.6,7175.32,85358965
2022,Madhya Pradesh,MP,Central,Hacking,2784,1112,40.0,22660.57,85358965
2022,Madhya Pradesh,MP,Central,Online Child Exploitation,713,292,41.0,760.32,85358965
2022,Madhya Pradesh,MP,Central,Cryptocurrency Fraud,617,220,35.8,6971.75,85358965
2023,Madhya Pradesh,MP,Central,Online Financial Fraud,70,15,22.8,2539.1,85358965
2023,Madhya Pradesh,MP,Central,Social Media Crimes,1200,384,32.0,9677.18,85358965
2023,Madhya Pradesh,MP,Central,Phishing/Vishing,434,160,37.1,2732.47,85358965
2023,Madhya Pradesh,MP,Central,Ransomware Attacks,2218,657,29.6,24382.91,85358965
2023,Madhya Pradesh,MP,Central,Identity Theft,304,69,22.8,1362.36,85358965
2023,Madhya Pradesh,MP,Central,Cyber Stalking/Bullying,1944,641,33.0,10459.16,85358965
2023,Madhya Pradesh,MP,Central,Data Breach,151,35,23.6,84.77,85358965
2023,Madhya Pradesh,MP,Central,Hacking,4120,1231,29.9,13239.4,85358965
2023,Madhya Pradesh,MP,Central,Online Child Exploitation,245,90,37.0,178.23,85358965
2023,Madhya Pradesh,MP,Central,Cryptocurrency Fraud,2017,656,32.5,95537.91,85358965
2024,Madhya Pradesh,MP,Central,Online Financial Fraud,637,133,21.0,10261.16,85358965
2024,Madhya Pradesh,MP,Central,Social Media Crimes,1287,311,24.2,7430.84,85358965
